PartidaID,TorneioID,Jogo,Tipo_Partida,Lado_A_ID,Lado_B_ID,Score_A,Score_B,Vencedor_ID
P-1074,T-002,Tênis,Individual,0FAF-CF74-F8C8,9A32-57B6-4B3D,2,2,9A32-57B6-4B3D
P-1075,T-007,Valorant,Individual,0FAF-CF74-F8C8,A7EB-1FDC-8DBF,0,2,A7EB-1FDC-8DBF
P-1076,T-005,Valorant,Individual,0FAF-CF74-F8C8,78AC-D3AE-EB8F,0,0,78AC-D3AE-EB8F
P-1077,T-004,Valorant,Individual,50F1-761C-29DE,0FAF-CF74-F8C8,2,1,50F1-761C-29DE
P-1078,T-004,Tênis,Individual,0FAF-CF74-F8C8,7FA8-92B6-DA98,1,0,0FAF-CF74-F8C8
P-1079,T-003,Tênis,Individual,0FAF-CF74-F8C8,BAF1-99CD-8E97,2,2,BAF1-99CD-8E97
P-1080,T-005,Valorant,Individual,0FAF-CF74-F8C8,C4E3-1EEA-875C,2,0,C4E3-1EEA-875C
P-1081,T-008,Tênis,Individual,2CE4-93C5-3DD2,0FAF-CF74-F8C8,0,1,2CE4-93C5-3DD2
P-1082,T-009,Tênis,Individual,E66E-5C7D-E553,0FAF-CF74-F8C8,2,1,0FAF-CF74-F8C8
P-1083,T-007,Tênis,Individual,ACB7-69D2-C4DD,0FAF-CF74-F8C8,1,0,ACB7-69D2-C4DD
P-1084,T-008,Tênis,Individual,9A32-57B6-4B3D,0FAF-CF74-F8C8,0,1,9A32-57B6-4B3D
P-1085,T-003,Valorant,Individual,42ED-A79C-FFE6,6059-E8F6-1098,1,1,6059-E8F6-1098
P-1086,T-009,Valorant,Individual,42ED-A79C-FFE6,356F-71D0-67FE,1,2,356F-71D0-67FE
P-1087,T-010,Valorant,Individual,C4E3-1EEA-875C,42ED-A79C-FFE6,1,2,42ED-A79C-FFE6
P-1088,T-003,Street Fighter,Individual,A161-9DCB-D997,42ED-A79C-FFE6,2,2,A161-9DCB-D997
P-1089,T-005,Street Fighter,Individual,E541-EF0D-8204,42ED-A79C-FFE6,1,0,E541-EF0D-8204
P-1090,T-004,Street Fighter,Individual,42ED-A79C-FFE6,E42C-92FD-D243,1,2,42ED-A79C-FFE6
P-1091,T-006,Street Fighter,Individual,30EF-471D-158C,42ED-A79C-FFE6,0,1,30EF-471D-158C
P-1092,T-002,Street Fighter,Individual,42ED-A79C-FFE6,356F-71D0-67FE,0,0,42ED-A79C-FFE6
P-1093,T-001,Valorant,Individual,42ED-A79C-FFE6,84B9-7C81-A0A8,1,0,42ED-A79C-FFE6
P-1094,T-004,Street Fighter,Individual,A161-9DCB-D997,42ED-A79C-FFE6,2,2,42ED-A79C-FFE6
P-1095,T-003,Street Fighter,Individual,2CE4-93C5-3DD2,42ED-A79C-FFE6,0,2,42ED-A79C-FFE6
P-1096,T-003,Truco,Individual,A4D5-2C44-5F62,C4E3-1EEA-875C,0,1,C4E3-1EEA-875C
P-1097,T-001,Xadrez,Individual,A4D5-2C44-5F62,F330-8EE7-04D3,1,0,F330-8EE7-04D3
P-1098,T-001,Truco,Individual,A4D5-2C44-5F62,9A9F-0B22-8103,2,0,A4D5-2C44-5F62
P-1099,T-004,Xadrez,Individual,4940-4386-9FED,A4D5-2C44-5F62,2,0,A4D5-2C44-5F62
P-1100,T-007,Xadrez,Individual,A4D5-2C44-5F62,BE12-255F-1C4A,0,2,A4D5-2C44-5F62
P-1101,T-006,Truco,Individual,5279-BD70-B4FC,A4D5-2C44-5F62,2,0,A4D5-2C44-5F62
P-1102,T-007,Xadrez,Individual,A812-6DF4-A234,A4D5-2C44-5F62,2,2,A812-6DF4-A234
P-1103,T-006,Xadrez,Individual,A4D5-2C44-5F62,35BB-A759-DD15,0,2,35BB-A759-DD15
P-1104,T-006,Truco,Individual,EE7F-C52E-B41B,A4D5-2C44-5F62,1,1,A4D5-2C44-5F62
P-1105,T-006,Truco,Individual,A4D5-2C44-5F62,876A-6FF5-70E9,2,0,A4D5-2C44-5F62
P-1106,T-006,Truco,Individual,A4D5-2C44-5F62,17E5-1C7F-ADB2,2,0,A4D5-2C44-5F62
P-1107,T-008,Street Fighter,Individual,A161-9DCB-D997,31C6-0A25-5B67,1,2,31C6-0A25-5B67
P-1108,T-003,Street Fighter,Individual,2A0D-4DFD-6924,A161-9DCB-D997,1,0,2A0D-4DFD-6924
P-1109,T-009,Street Fighter,Individual,69BC-70F7-564C,A161-9DCB-D997,0,0,A161-9DCB-D997
P-1110,T-001,Street Fighter,Individual,1D36-EEED-C2A4,A161-9DCB-D997,0,0,1D36-EEED-C2A4
P-1111,T-004,Volei,Individual,44B3-962E-CF2D,A161-9DCB-D997,2,0,44B3-962E-CF2D
P-1112,T-002,Volei,Individual,A161-9DCB-D997,E681-2AB0-0347,0,1,E681-2AB0-0347
P-1113,T-003,Street Fighter,Individual,A161-9DCB-D997,6C47-7D1C-4074,2,2,6C47-7D1C-4074
P-1114,T-001,Street Fighter,Individual,A161-9DCB-D997,42C0-EE75-B626,0,1,42C0-EE75-B626
P-1115,T-010,Volei,Individual,A161-9DCB-D997,93D7-E65E-4BAB,0,0,A161-9DCB-D997
P-1116,T-001,Truco,Individual,D122-F09F-2E21,5D3D-5920-79F0,2,0,5D3D-5920-79F0
P-1117,T-005,Street Fighter,Individual,D122-F09F-2E21,100F-A893-FE6B,2,0,D122-F09F-2E21
P-1118,T-008,Truco,Individual,78AC-D3AE-EB8F,D122-F09F-2E21,2,0,D122-F09F-2E21
P-1119,T-008,Street Fighter,Individual,D122-F09F-2E21,1B52-79CA-5552,1,0,1B52-79CA-5552
P-1120,T-004,Street Fighter,Individual,D122-F09F-2E21,FE45-3C20-4A77,0,1,FE45-3C20-4A77
P-1121,T-010,Truco,Individual,D122-F09F-2E21,122C-B742-5D6C,2,2,122C-B742-5D6C
P-1122,T-004,Street Fighter,Individual,D122-F09F-2E21,84B9-7C81-A0A8,2,2,84B9-7C81-A0A8
P-1123,T-001,Street Fighter,Individual,6C47-7D1C-4074,D122-F09F-2E21,2,1,D122-F09F-2E21
P-1124,T-006,Street Fighter,Individual,D122-F09F-2E21,4584-130E-EC8A,2,2,4584-130E-EC8A
P-1125,T-003,Truco,Individual,D122-F09F-2E21,9314-0DD0-1B84,0,0,9314-0DD0-1B84
P-1126,T-007,Street Fighter,Individual,D122-F09F-2E21,2CE4-93C5-3DD2,2,2,D122-F09F-2E21
P-1127,T-005,Truco,Individual,BACA-B2F0-67BA,D122-F09F-2E21,2,1,D122-F09F-2E21
P-1128,T-007,Street Fighter,Individual,6432-FE88-5C8E,D122-F09F-2E21,2,1,D122-F09F-2E21
P-1129,T-010,Street Fighter,Individual,D122-F09F-2E21,4202-1D71-45D3,1,2,D122-F09F-2E21
P-1130,T-006,Truco,Individual,2E1D-EB8F-338A,D122-F09F-2E21,0,0,D122-F09F-2E21
P-1131,T-006,Street Fighter,Individual,D122-F09F-2E21,1B52-79CA-5552,0,1,D122-F09F-2E21
P-1132,T-008,Valorant,Individual,5279-BD70-B4FC,F328-9AD9-91AF,1,1,F328-9AD9-91AF
P-1133,T-006,Valorant,Individual,5279-BD70-B4FC,79F1-76D3-435E,0,1,79F1-76D3-435E
P-1134,T-003,Valorant,Individual,5279-BD70-B4FC,472A-CAC8-93E5,0,0,5279-BD70-B4FC
P-1135,T-010,Valorant,Individual,5279-BD70-B4FC,50F1-761C-29DE,1,1,50F1-761C-29DE
P-1136,T-003,Truco,Individual,5279-BD70-B4FC,DE06-728A-44B9,1,0,DE06-728A-44B9
P-1137,T-002,Valorant,Individual,5279-BD70-B4FC,03E8-77CC-8566,2,1,5279-BD70-B4FC
P-1138,T-004,Truco,Individual,5279-BD70-B4FC,AE47-91F7-9BA9,2,1,5279-BD70-B4FC
P-1139,T-010,Tênis,Individual,4940-4386-9FED,E681-2AB0-0347,1,2,4940-4386-9FED
P-1140,T-009,Xadrez,Individual,4940-4386-9FED,35BB-A759-DD15,1,0,4940-4386-9FED
P-1141,T-005,Xadrez,Individual,44B3-962E-CF2D,4940-4386-9FED,2,1,4940-4386-9FED
P-1142,T-004,Xadrez,Individual,4940-4386-9FED,4584-130E-EC8A,1,1,4940-4386-9FED
P-1143,T-009,Tênis,Individual,ACB7-69D2-C4DD,4940-4386-9FED,2,2,ACB7-69D2-C4DD
P-1144,T-010,Tênis,Individual,10E6-B1B9-DE93,4940-4386-9FED,1,2,4940-4386-9FED
P-1145,T-005,Tênis,Individual,4940-4386-9FED,ACB7-69D2-C4DD,0,2,ACB7-69D2-C4DD
P-1146,T-009,Tênis,Individual,EAB6-E75E-8FD0,4940-4386-9FED,1,1,4940-4386-9FED
P-1147,T-006,Tênis,Individual,FECA-D95F-750B,4940-4386-9FED,1,0,4940-4386-9FED
P-1148,T-009,Xadrez,Individual,EAB6-E75E-8FD0,4940-4386-9FED,2,0,EAB6-E75E-8FD0
P-1149,T-009,Tênis,Individual,4940-4386-9FED,100F-A893-FE6B,0,0,4940-4386-9FED
P-1150,T-010,Valorant,Individual,2A0D-4DFD-6924,0FAF-CF74-F8C8,1,1,0FAF-CF74-F8C8
P-1151,T-007,Valorant,Individual,2A0D-4DFD-6924,356F-71D0-67FE,2,0,356F-71D0-67FE
P-1152,T-005,Valorant,Individual,2A0D-4DFD-6924,2E1D-EB8F-338A,1,1,2A0D-4DFD-6924
P-1153,T-004,Street Fighter,Individual,5946-7E1A-A627,2A0D-4DFD-6924,1,2,2A0D-4DFD-6924
P-1154,T-003,Valorant,Individual,A729-91CD-D6BC,2A0D-4DFD-6924,1,1,2A0D-4DFD-6924
P-1155,T-005,Street Fighter,Individual,2A0D-4DFD-6924,A161-9DCB-D997,1,1,A161-9DCB-D997
P-1156,T-003,Tênis,Individual,ACB7-69D2-C4DD,E592-3C95-DCF8,0,0,ACB7-69D2-C4DD
P-1157,T-004,Tênis,Individual,ACB7-69D2-C4DD,4940-4386-9FED,1,1,ACB7-69D2-C4DD
P-1158,T-004,Truco,Individual,C393-A742-773D,ACB7-69D2-C4DD,0,0,ACB7-69D2-C4DD
P-1159,T-006,Truco,Individual,ACB7-69D2-C4DD,B23E-3698-FB5C,0,2,ACB7-69D2-C4DD
P-1160,T-001,Tênis,Individual,ACB7-69D2-C4DD,FED8-EF50-5402,1,0,FED8-EF50-5402
P-1161,T-009,Valorant,Individual,C4E3-1EEA-875C,3269-DD31-38AA,1,2,C4E3-1EEA-875C
P-1162,T-005,Xadrez,Individual,3ED8-52E7-7579,3269-DD31-38AA,2,2,3ED8-52E7-7579
P-1163,T-002,Xadrez,Individual,FAE7-3258-B902,3269-DD31-38AA,1,1,FAE7-3258-B902
P-1164,T-008,Xadrez,Individual,3269-DD31-38AA,4940-4386-9FED,0,2,3269-DD31-38AA
P-1165,T-001,Valorant,Individual,03E8-77CC-8566,3269-DD31-38AA,0,0,3269-DD31-38AA
P-1166,T-002,Xadrez,Individual,7345-E5C6-0C6A,3269-DD31-38AA,0,2,7345-E5C6-0C6A
P-1167,T-006,Tênis,Individual,0FAF-CF74-F8C8,3EDC-7285-41C6,2,2,3EDC-7285-41C6
P-1168,T-007,Tênis,Individual,6BBD-B0B6-4DA1,3EDC-7285-41C6,1,1,3EDC-7285-41C6
P-1169,T-003,Tênis,Individual,3EDC-7285-41C6,A78D-A777-9B70,1,2,3EDC-7285-41C6
P-1170,T-008,Tênis,Individual,9A32-57B6-4B3D,3EDC-7285-41C6,0,1,3EDC-7285-41C6
P-1171,T-004,Tênis,Individual,3EDC-7285-41C6,2CE4-93C5-3DD2,0,0,2CE4-93C5-3DD2
P-1172,T-006,Truco,Individual,D122-F09F-2E21,3EDC-7285-41C6,0,2,3EDC-7285-41C6
P-1173,T-009,Tênis,Individual,3EDC-7285-41C6,DD23-5071-770F,2,1,3EDC-7285-41C6
P-1174,T-008,Tênis,Individual,E592-3C95-DCF8,3EDC-7285-41C6,0,2,3EDC-7285-41C6
P-1175,T-002,Xadrez,Individual,A812-6DF4-A234,BE12-255F-1C4A,1,1,BE12-255F-1C4A
P-1176,T-010,Valorant,Individual,A812-6DF4-A234,F23F-2F15-E841,2,1,F23F-2F15-E841
P-1177,T-009,Valorant,Individual,A812-6DF4-A234,D969-D79A-B44B,1,2,D969-D79A-B44B
P-1178,T-010,Valorant,Individual,50F1-761C-29DE,A812-6DF4-A234,0,1,A812-6DF4-A234
P-1179,T-001,Valorant,Individual,AE47-91F7-9BA9,A812-6DF4-A234,0,2,A812-6DF4-A234
P-1180,T-009,Street Fighter,Individual,2742-B2C0-0B51,CA70-EDCF-B6F9,0,1,2742-B2C0-0B51
P-1181,T-008,Truco,Individual,876A-6FF5-70E9,E817-A538-C31C,1,1,876A-6FF5-70E9
P-1182,T-005,Street Fighter,Individual,E464-C1BF-C187,69BC-70F7-564C,2,1,69BC-70F7-564C
P-1183,T-007,Street Fighter,Individual,FC47-0E10-3879,E464-C1BF-C187,0,2,FC47-0E10-3879
P-1184,T-007,Volei,Individual,E464-C1BF-C187,2742-B2C0-0B51,2,0,E464-C1BF-C187
P-1185,T-005,Street Fighter,Individual,E464-C1BF-C187,F57F-5CFD-B75C,0,2,F57F-5CFD-B75C
P-1186,T-002,Street Fighter,Individual,E464-C1BF-C187,E42C-92FD-D243,2,2,E42C-92FD-D243
P-1187,T-007,Volei,Individual,369F-BC21-BDF3,E464-C1BF-C187,0,2,E464-C1BF-C187
P-1188,T-008,Volei,Individual,E464-C1BF-C187,6BBD-B0B6-4DA1,2,2,6BBD-B0B6-4DA1
P-1189,T-004,Volei,Individual,9662-09DB-C505,E464-C1BF-C187,0,0,9662-09DB-C505
P-1190,T-003,Street Fighter,Individual,1253-BF8A-5B80,E464-C1BF-C187,0,2,E464-C1BF-C187
P-1191,T-006,Street Fighter,Individual,D5F3-D96F-8472,E464-C1BF-C187,0,1,D5F3-D96F-8472
P-1192,T-006,Volei,Individual,BAF1-99CD-8E97,E464-C1BF-C187,2,1,BAF1-99CD-8E97
P-1193,T-006,Street Fighter,Individual,E464-C1BF-C187,48FB-FDD9-ACDB,0,0,48FB-FDD9-ACDB
P-1194,T-004,Street Fighter,Individual,1253-BF8A-5B80,F57F-5CFD-B75C,1,2,1253-BF8A-5B80
P-1195,T-010,Valorant,Individual,F57F-5CFD-B75C,3269-DD31-38AA,2,2,F57F-5CFD-B75C
P-1196,T-001,Valorant,Individual,5946-7E1A-A627,F57F-5CFD-B75C,1,1,F57F-5CFD-B75C
P-1197,T-001,Valorant,Individual,76DC-17D7-8C83,F57F-5CFD-B75C,0,1,F57F-5CFD-B75C
P-1198,T-001,Valorant,Individual,6059-E8F6-1098,F57F-5CFD-B75C,0,0,F57F-5CFD-B75C
P-1199,T-002,Valorant,Individual,F23F-2F15-E841,F57F-5CFD-B75C,1,2,F23F-2F15-E841
P-1200,T-009,Valorant,Individual,F57F-5CFD-B75C,3269-DD31-38AA,0,2,F57F-5CFD-B75C
P-1201,T-006,Volei,Individual,50F1-761C-29DE,73AD-C607-C95E,1,0,50F1-761C-29DE
P-1202,T-005,Valorant,Individual,3269-DD31-38AA,50F1-761C-29DE,0,1,50F1-761C-29DE
P-1203,T-002,Valorant,Individual,E21B-5B54-DBFE,50F1-761C-29DE,0,1,E21B-5B54-DBFE
P-1204,T-008,Volei,Individual,190E-4A68-6C02,50F1-761C-29DE,0,2,190E-4A68-6C02
P-1205,T-005,Valorant,Individual,50F1-761C-29DE,8988-3FAE-BBCD,1,1,50F1-761C-29DE
P-1206,T-008,Volei,Individual,50F1-761C-29DE,78E6-B924-3081,1,2,50F1-761C-29DE
P-1207,T-005,Tênis,Individual,93D7-E65E-4BAB,4DA7-50EE-BC39,0,0,4DA7-50EE-BC39
P-1208,T-007,Tênis,Individual,93D7-E65E-4BAB,A78D-A777-9B70,1,0,A78D-A777-9B70
P-1209,T-005,Tênis,Individual,93D7-E65E-4BAB,A779-8432-2167,0,1,A779-8432-2167
P-1210,T-007,Volei,Individual,1B52-79CA-5552,93D7-E65E-4BAB,0,2,93D7-E65E-4BAB
P-1211,T-004,Volei,Individual,50F1-761C-29DE,93D7-E65E-4BAB,0,1,50F1-761C-29DE
P-1212,T-010,Tênis,Individual,7345-E5C6-0C6A,93D7-E65E-4BAB,0,1,93D7-E65E-4BAB
P-1213,T-010,Volei,Individual,E42C-92FD-D243,93D7-E65E-4BAB,1,0,93D7-E65E-4BAB
P-1214,T-003,Volei,Individual,93D7-E65E-4BAB,A0A8-8B03-9E78,1,0,A0A8-8B03-9E78
P-1215,T-009,Volei,Individual,6432-FE88-5C8E,93D7-E65E-4BAB,1,2,6432-FE88-5C8E
P-1216,T-003,Volei,Individual,2742-B2C0-0B51,93D7-E65E-4BAB,1,2,93D7-E65E-4BAB
P-1217,T-010,Tênis,Individual,93D7-E65E-4BAB,69BC-70F7-564C,0,0,93D7-E65E-4BAB
P-1218,T-002,Tênis,Individual,93D7-E65E-4BAB,10E6-B1B9-DE93,1,2,93D7-E65E-4BAB
P-1219,T-002,Volei,Individual,93D7-E65E-4BAB,A0A8-8B03-9E78,0,0,A0A8-8B03-9E78
P-1220,T-004,Volei,Individual,E681-2AB0-0347,93D7-E65E-4BAB,0,2,93D7-E65E-4BAB
P-1221,T-002,Volei,Individual,4202-1D71-45D3,A779-8432-2167,1,1,A779-8432-2167
P-1222,T-004,Street Fighter,Individual,9314-0DD0-1B84,E541-EF0D-8204,1,2,9314-0DD0-1B84
P-1223,T-001,Street Fighter,Individual,9314-0DD0-1B84,4202-1D71-45D3,1,2,4202-1D71-45D3
P-1224,T-008,Street Fighter,Individual,9314-0DD0-1B84,42ED-A79C-FFE6,2,1,42ED-A79C-FFE6
P-1225,T-004,Street Fighter,Individual,9314-0DD0-1B84,E793-31D0-0655,0,1,9314-0DD0-1B84
P-1226,T-006,Street Fighter,Individual,84B9-7C81-A0A8,9314-0DD0-1B84,2,2,84B9-7C81-A0A8
P-1227,T-002,Truco,Individual,CA70-EDCF-B6F9,9314-0DD0-1B84,0,2,CA70-EDCF-B6F9
P-1228,T-002,Truco,Individual,2F13-E4CD-24C9,9314-0DD0-1B84,1,2,2F13-E4CD-24C9
P-1229,T-006,Street Fighter,Individual,9314-0DD0-1B84,42ED-A79C-FFE6,2,0,42ED-A79C-FFE6
P-1230,T-002,Truco,Individual,9314-0DD0-1B84,A78D-A777-9B70,2,0,9314-0DD0-1B84
P-1231,T-010,Truco,Individual,9314-0DD0-1B84,9CC7-0FE2-686E,2,0,9CC7-0FE2-686E
P-1232,T-005,Street Fighter,Individual,2742-B2C0-0B51,9314-0DD0-1B84,2,2,9314-0DD0-1B84
P-1233,T-006,Truco,Individual,9314-0DD0-1B84,E592-3C95-DCF8,2,1,E592-3C95-DCF8
P-1234,T-004,Street Fighter,Individual,9314-0DD0-1B84,84B9-7C81-A0A8,1,2,84B9-7C81-A0A8
P-1235,T-009,Truco,Individual,9314-0DD0-1B84,122C-B742-5D6C,0,0,122C-B742-5D6C
P-1236,T-008,Truco,Individual,9314-0DD0-1B84,2F13-E4CD-24C9,0,0,9314-0DD0-1B84
P-1237,T-006,Street Fighter,Individual,D5F3-D96F-8472,BA75-6D20-B987,2,1,BA75-6D20-B987
P-1238,T-002,Volei,Individual,EE7F-C52E-B41B,BA75-6D20-B987,0,2,BA75-6D20-B987
P-1239,T-010,Street Fighter,Individual,69BC-70F7-564C,BA75-6D20-B987,1,0,BA75-6D20-B987
P-1240,T-003,Volei,Individual,BA75-6D20-B987,E464-C1BF-C187,2,2,E464-C1BF-C187
P-1241,T-003,Volei,Individual,369F-BC21-BDF3,BA75-6D20-B987,2,0,BA75-6D20-B987
P-1242,T-006,Street Fighter,Individual,BA75-6D20-B987,42ED-A79C-FFE6,2,1,42ED-A79C-FFE6
P-1243,T-006,Volei,Individual,35BB-A759-DD15,3ED8-52E7-7579,1,2,3ED8-52E7-7579
P-1244,T-002,Xadrez,Individual,35BB-A759-DD15,9A9F-0B22-8103,1,0,9A9F-0B22-8103
P-1245,T-010,Volei,Individual,73AD-C607-C95E,35BB-A759-DD15,2,2,73AD-C607-C95E
P-1246,T-001,Tênis,Individual,635C-7C4B-824D,F328-9AD9-91AF,1,2,635C-7C4B-824D
P-1247,T-005,Xadrez,Individual,635C-7C4B-824D,9A9F-0B22-8103,2,1,635C-7C4B-824D
P-1248,T-004,Tênis,Individual,635C-7C4B-824D,BDD6-E3D1-8A7C,1,0,BDD6-E3D1-8A7C
P-1249,T-005,Xadrez,Individual,635C-7C4B-824D,190E-4A68-6C02,0,0,190E-4A68-6C02
P-1250,T-003,Tênis,Individual,100F-A893-FE6B,635C-7C4B-824D,2,0,100F-A893-FE6B
P-1251,T-001,Xadrez,Individual,F330-8EE7-04D3,635C-7C4B-824D,1,2,F330-8EE7-04D3
P-1252,T-001,Tênis,Individual,635C-7C4B-824D,F328-9AD9-91AF,0,2,F328-9AD9-91AF
P-1253,T-004,Xadrez,Individual,A812-6DF4-A234,635C-7C4B-824D,2,0,A812-6DF4-A234
P-1254,T-003,Street Fighter,Individual,6283-12E1-B26E,31C6-0A25-5B67,2,2,6283-12E1-B26E
P-1255,T-008,Volei,Individual,6283-12E1-B26E,D969-D79A-B44B,0,0,6283-12E1-B26E
P-1256,T-005,Street Fighter,Individual,4FAD-811C-F33C,6283-12E1-B26E,0,0,4FAD-811C-F33C
P-1257,T-008,Street Fighter,Individual,6283-12E1-B26E,42C0-EE75-B626,2,2,6283-12E1-B26E
P-1258,T-004,Truco,Individual,5D3D-5920-79F0,E592-3C95-DCF8,1,0,E592-3C95-DCF8
P-1259,T-009,Truco,Individual,5D3D-5920-79F0,876A-6FF5-70E9,1,0,5D3D-5920-79F0
P-1260,T-005,Volei,Individual,5D3D-5920-79F0,EE7F-C52E-B41B,2,2,5D3D-5920-79F0
P-1261,T-005,Truco,Individual,B23E-3698-FB5C,5D3D-5920-79F0,2,1,5D3D-5920-79F0
P-1262,T-010,Volei,Individual,44B3-962E-CF2D,9CC7-0FE2-686E,0,2,9CC7-0FE2-686E
P-1263,T-009,Volei,Individual,44B3-962E-CF2D,EE7F-C52E-B41B,1,0,44B3-962E-CF2D
P-1264,T-003,Volei,Individual,44B3-962E-CF2D,4054-3122-987F,1,2,4054-3122-987F
P-1265,T-010,Tênis,Individual,9A32-57B6-4B3D,F328-9AD9-91AF,0,2,F328-9AD9-91AF
P-1266,T-009,Tênis,Individual,E681-2AB0-0347,F328-9AD9-91AF,2,1,F328-9AD9-91AF
P-1267,T-001,Valorant,Individual,F328-9AD9-91AF,8988-3FAE-BBCD,2,0,F328-9AD9-91AF
P-1268,T-009,Tênis,Individual,635C-7C4B-824D,F328-9AD9-91AF,0,0,F328-9AD9-91AF
P-1269,T-010,Valorant,Individual,2A0D-4DFD-6924,F328-9AD9-91AF,2,1,2A0D-4DFD-6924
P-1270,T-001,Tênis,Individual,E66E-5C7D-E553,F328-9AD9-91AF,0,2,F328-9AD9-91AF
P-1271,T-007,Valorant,Individual,2E1D-EB8F-338A,F328-9AD9-91AF,2,0,2E1D-EB8F-338A
P-1272,T-005,Valorant,Individual,BDD6-E3D1-8A7C,F328-9AD9-91AF,2,2,F328-9AD9-91AF
P-1273,T-001,Valorant,Individual,F328-9AD9-91AF,D969-D79A-B44B,2,2,D969-D79A-B44B
P-1274,T-004,Tênis,Individual,F328-9AD9-91AF,9A32-57B6-4B3D,0,0,F328-9AD9-91AF
P-1275,T-010,Valorant,Individual,30EF-471D-158C,F328-9AD9-91AF,0,0,30EF-471D-158C
P-1276,T-008,Valorant,Individual,F328-9AD9-91AF,F57F-5CFD-B75C,0,1,F57F-5CFD-B75C
P-1277,T-008,Tênis,Individual,4940-4386-9FED,F328-9AD9-91AF,0,0,4940-4386-9FED
P-1278,T-008,Xadrez,Individual,FC71-A770-2D7D,A7EB-1FDC-8DBF,2,1,A7EB-1FDC-8DBF
P-1279,T-009,Tênis,Individual,93D7-E65E-4BAB,FC71-A770-2D7D,1,2,93D7-E65E-4BAB
P-1280,T-007,Xadrez,Individual,44B3-962E-CF2D,FC71-A770-2D7D,2,0,44B3-962E-CF2D
P-1281,T-001,Xadrez,Individual,4584-130E-EC8A,FC71-A770-2D7D,0,2,4584-130E-EC8A
P-1282,T-003,Xadrez,Individual,44B3-962E-CF2D,FC71-A770-2D7D,0,0,44B3-962E-CF2D
P-1283,T-005,Xadrez,Individual,122C-B742-5D6C,FC71-A770-2D7D,1,2,122C-B742-5D6C
P-1284,T-007,Tênis,Individual,FC71-A770-2D7D,69BC-70F7-564C,0,0,FC71-A770-2D7D
P-1285,T-010,Tênis,Individual,FC71-A770-2D7D,A78D-A777-9B70,1,0,A78D-A777-9B70
P-1286,T-008,Tênis,Individual,A779-8432-2167,FC71-A770-2D7D,0,2,FC71-A770-2D7D
P-1287,T-002,Tênis,Individual,4DA7-50EE-BC39,FC71-A770-2D7D,1,2,FC71-A770-2D7D
P-1288,T-007,Volei,Individual,4054-3122-987F,EE7F-C52E-B41B,2,2,EE7F-C52E-B41B
P-1289,T-010,Truco,Individual,9A32-57B6-4B3D,EE7F-C52E-B41B,0,1,EE7F-C52E-B41B
P-1290,T-002,Volei,Individual,EE7F-C52E-B41B,93D7-E65E-4BAB,0,0,93D7-E65E-4BAB
P-1291,T-009,Volei,Individual,EE7F-C52E-B41B,A779-8432-2167,0,0,A779-8432-2167
P-1292,T-009,Volei,Individual,6283-12E1-B26E,EE7F-C52E-B41B,0,1,6283-12E1-B26E
P-1293,T-001,Volei,Individual,C393-A742-773D,EE7F-C52E-B41B,2,2,EE7F-C52E-B41B
P-1294,T-001,Truco,Individual,EE7F-C52E-B41B,A729-91CD-D6BC,0,1,EE7F-C52E-B41B
P-1295,T-002,Volei,Individual,9CC7-0FE2-686E,EE7F-C52E-B41B,0,0,EE7F-C52E-B41B
P-1296,T-004,Volei,Individual,CE57-4C92-540A,EE7F-C52E-B41B,2,0,EE7F-C52E-B41B
P-1297,T-004,Truco,Individual,287F-6276-4369,EE7F-C52E-B41B,2,2,287F-6276-4369
P-1298,T-004,Truco,Individual,79F1-76D3-435E,EE7F-C52E-B41B,1,0,EE7F-C52E-B41B
P-1299,T-009,Truco,Individual,EE7F-C52E-B41B,C4E3-1EEA-875C,0,0,EE7F-C52E-B41B
P-1300,T-002,Truco,Individual,EE7F-C52E-B41B,9314-0DD0-1B84,1,2,EE7F-C52E-B41B
P-1301,T-005,Volei,Individual,7B05-8450-7662,17E5-1C7F-ADB2,1,1,7B05-8450-7662
P-1302,T-002,Xadrez,Individual,F330-8EE7-04D3,7B05-8450-7662,1,1,F330-8EE7-04D3
P-1303,T-002,Xadrez,Individual,4DA7-50EE-BC39,7B05-8450-7662,2,2,4DA7-50EE-BC39
P-1304,T-010,Volei,Individual,7B05-8450-7662,2B69-66F8-459C,2,0,2B69-66F8-459C
P-1305,T-005,Volei,Individual,A161-9DCB-D997,7B05-8450-7662,0,1,A161-9DCB-D997
P-1306,T-005,Volei,Individual,7FA8-92B6-DA98,7B05-8450-7662,0,0,7B05-8450-7662
P-1307,T-009,Xadrez,Individual,7B05-8450-7662,635C-7C4B-824D,2,1,635C-7C4B-824D
P-1308,T-006,Truco,Individual,5279-BD70-B4FC,AE47-91F7-9BA9,2,2,AE47-91F7-9BA9
P-1309,T-008,Valorant,Individual,AE47-91F7-9BA9,5279-BD70-B4FC,1,2,5279-BD70-B4FC
P-1310,T-003,Truco,Individual,AE47-91F7-9BA9,B23E-3698-FB5C,1,1,B23E-3698-FB5C
P-1311,T-006,Truco,Individual,FECA-D95F-750B,AE47-91F7-9BA9,1,0,AE47-91F7-9BA9
P-1312,T-001,Truco,Individual,AE47-91F7-9BA9,E592-3C95-DCF8,0,1,AE47-91F7-9BA9
P-1313,T-005,Truco,Individual,E592-3C95-DCF8,AE47-91F7-9BA9,1,1,E592-3C95-DCF8
